antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'Telepon (Ruang Keuangan, Kpa)'})","frozenset({'Printer (Ruang Keuangan, Kpa)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Starter Philips (Graha Pendidikan, Kpa)'})","frozenset({'Rumah Downlight (Graha Pendidikan, Kpa)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Rumah Downlight (Graha Pendidikan, Kpa)'})","frozenset({'Starter Philips (Graha Pendidikan, Kpa)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Rumah Downlight (Graha Pendidikan, Kpa)'})","frozenset({'Lampu Penerangan (Graha Pendidikan, Kpa)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Lampu Penerangan (Graha Pendidikan, Kpa)'})","frozenset({'Rumah Downlight (Graha Pendidikan, Kpa)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Starter Philips (Graha Pendidikan, Kpa)'})","frozenset({'Lampu Penerangan (Graha Pendidikan, Kpa)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Lampu Penerangan (Graha Pendidikan, Kpa)'})","frozenset({'Starter Philips (Graha Pendidikan, Kpa)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Starter Philips (Graha Pendidikan, Kpa)', 'Rumah Downlight (Graha Pendidikan, Kpa)'})","frozenset({'Lampu Penerangan (Graha Pendidikan, Kpa)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Starter Philips (Graha Pendidikan, Kpa)', 'Lampu Penerangan (Graha Pendidikan, Kpa)'})","frozenset({'Rumah Downlight (Graha Pendidikan, Kpa)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Rumah Downlight (Graha Pendidikan, Kpa)', 'Lampu Penerangan (Graha Pendidikan, Kpa)'})","frozenset({'Starter Philips (Graha Pendidikan, Kpa)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Starter Philips (Graha Pendidikan, Kpa)'})","frozenset({'Rumah Downlight (Graha Pendidikan, Kpa)', 'Lampu Penerangan (Graha Pendidikan, Kpa)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Rumah Downlight (Graha Pendidikan, Kpa)'})","frozenset({'Starter Philips (Graha Pendidikan, Kpa)', 'Lampu Penerangan (Graha Pendidikan, Kpa)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Lampu Penerangan (Graha Pendidikan, Kpa)'})","frozenset({'Starter Philips (Graha Pendidikan, Kpa)', 'Rumah Downlight (Graha Pendidikan, Kpa)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Kabel Roll (Bengkel Elektro, Jurusan Teknik Elektro)'})","frozenset({'Lampu Penerangan (Bengkel Elektro, Jurusan Teknik Elektro)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Lampu Penerangan (Bengkel Elektro, Jurusan Teknik Elektro)'})","frozenset({'Kabel Roll (Bengkel Elektro, Jurusan Teknik Elektro)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Alat Pendingin 1 (Laboratorium Food And Bavarage Jurusan Bahasa Inggris, Jurusan Bahasa Inggris)'})","frozenset({'Alat Pendingin 2 (Laboratorium Food And Bavarage Jurusan Bahasa Inggris, Jurusan Bahasa Inggris)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Alat Pendingin 2 (Laboratorium Food And Bavarage Jurusan Bahasa Inggris, Jurusan Bahasa Inggris)'})","frozenset({'Alat Pendingin 1 (Laboratorium Food And Bavarage Jurusan Bahasa Inggris, Jurusan Bahasa Inggris)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Lampu Penerangan (Gedung Kuliah 6 ( Teknik Komputer ), Jurusan Teknik Komputer)'})","frozenset({'Kipas Angin (Gedung Kuliah 6 ( Teknik Komputer ), Jurusan Teknik Komputer)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Kipas Angin (Gedung Kuliah 6 ( Teknik Komputer ), Jurusan Teknik Komputer)'})","frozenset({'Lampu Penerangan (Gedung Kuliah 6 ( Teknik Komputer ), Jurusan Teknik Komputer)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Air Conditioner (Gedung Kuliah 6 ( Teknik Komputer ), Jurusan Teknik Komputer)'})","frozenset({'Kabel Roll (Gedung Kuliah 6 ( Teknik Komputer ), Jurusan Teknik Komputer)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Kabel Roll (Gedung Kuliah 6 ( Teknik Komputer ), Jurusan Teknik Komputer)'})","frozenset({'Air Conditioner (Gedung Kuliah 6 ( Teknik Komputer ), Jurusan Teknik Komputer)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Kabel Roll (Ruang Kelas R. 11 Lantai 3 Gedung Graha Pendidikan, Jurusan Teknik Kimia)'})","frozenset({'Air Conditioner (Ruang Kelas R. 11 Lantai 3 Gedung Graha Pendidikan, Jurusan Teknik Kimia)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Air Conditioner (Ruang Kelas R. 11 Lantai 3 Gedung Graha Pendidikan, Jurusan Teknik Kimia)'})","frozenset({'Kabel Roll (Ruang Kelas R. 11 Lantai 3 Gedung Graha Pendidikan, Jurusan Teknik Kimia)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Air Conditioner (Ruang Poliklinik, Kpa)'})","frozenset({'Lampu Penerangan (Ruang Poliklinik, Kpa)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Lampu Penerangan (Ruang Poliklinik, Kpa)'})","frozenset({'Air Conditioner (Ruang Poliklinik, Kpa)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Lampu Penerangan (Ruang Baca Gedung Pendidikan Lantai Satu, Perpustakaan Pusat Gedung Graha Pendidikan)'})","frozenset({'Air Conditioner (Ruang Baca Gedung Pendidikan Lantai Satu, Perpustakaan Pusat Gedung Graha Pendidikan)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Air Conditioner (Ruang Baca Gedung Pendidikan Lantai Satu, Perpustakaan Pusat Gedung Graha Pendidikan)'})","frozenset({'Lampu Penerangan (Ruang Baca Gedung Pendidikan Lantai Satu, Perpustakaan Pusat Gedung Graha Pendidikan)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Lampu Penerangan (Ruang Koordinator Administrasi, Umum Dan Keuangan, Kpa)'})","frozenset({'Air Conditioner (Ruang Koordinator Administrasi, Umum Dan Keuangan, Kpa)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Air Conditioner (Ruang Koordinator Administrasi, Umum Dan Keuangan, Kpa)'})","frozenset({'Lampu Penerangan (Ruang Koordinator Administrasi, Umum Dan Keuangan, Kpa)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Lampu Penerangan (Ruang Rapat Lantai 2, Kpa)'})","frozenset({'Air Conditioner (Ruang Rapat Lantai 2, Kpa)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Air Conditioner (Ruang Rapat Lantai 2, Kpa)'})","frozenset({'Lampu Penerangan (Ruang Rapat Lantai 2, Kpa)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Jaringan Listrik (Laboratorium Transportasi Gedung Laboratorium Jurusan Teknik Sipil, Jurusan Teknik Sipil)'})","frozenset({'Air Conditioner (Laboratorium Transportasi Gedung Laboratorium Jurusan Teknik Sipil, Jurusan Teknik Sipil)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Air Conditioner (Laboratorium Transportasi Gedung Laboratorium Jurusan Teknik Sipil, Jurusan Teknik Sipil)'})","frozenset({'Jaringan Listrik (Laboratorium Transportasi Gedung Laboratorium Jurusan Teknik Sipil, Jurusan Teknik Sipil)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Kabel Roll (Gerbang Belakang Keluar-Masuk, Kpa)'})","frozenset({'Lampu Penerangan (Gerbang Belakang Keluar-Masuk, Kpa)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Lampu Penerangan (Gerbang Belakang Keluar-Masuk, Kpa)'})","frozenset({'Kabel Roll (Gerbang Belakang Keluar-Masuk, Kpa)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Air Conditioner (Ruang Meeting 1 Lantai 1, Kpa)'})","frozenset({'Lampu Penerangan (Ruang Meeting 1 Lantai 1, Kpa)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Lampu Penerangan (Ruang Meeting 1 Lantai 1, Kpa)'})","frozenset({'Air Conditioner (Ruang Meeting 1 Lantai 1, Kpa)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Kabel Roll (Lantai Dasar, Teknik Komputer)'})","frozenset({'Komputer (Lantai Dasar, Teknik Komputer)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Komputer (Lantai Dasar, Teknik Komputer)'})","frozenset({'Kabel Roll (Lantai Dasar, Teknik Komputer)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Kabel Roll (Ruang Lab. Maintenance Repair Lantai Dasar Gk.6.010, Teknik Komputer)'})","frozenset({'CCTV (Ruang Lab. Maintenance Repair Lantai Dasar Gk.6.010, Teknik Komputer)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'CCTV (Ruang Lab. Maintenance Repair Lantai Dasar Gk.6.010, Teknik Komputer)'})","frozenset({'Kabel Roll (Ruang Lab. Maintenance Repair Lantai Dasar Gk.6.010, Teknik Komputer)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Mesin Molen (Masjid Thuroiqi Polsri, Kpa)'})","frozenset({'Kabel Roll (Masjid Thuroiqi Polsri, Kpa)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Kabel Roll (Masjid Thuroiqi Polsri, Kpa)'})","frozenset({'Mesin Molen (Masjid Thuroiqi Polsri, Kpa)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Air Conditioner (Gedung Kuliah 2 ( Teknik Mesin ), Teknik Mesin)'})","frozenset({'Proyektor (Gedung Kuliah 2 ( Teknik Mesin ), Teknik Mesin)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Proyektor (Gedung Kuliah 2 ( Teknik Mesin ), Teknik Mesin)'})","frozenset({'Air Conditioner (Gedung Kuliah 2 ( Teknik Mesin ), Teknik Mesin)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Mcb Trip (Bengkel Kerja Kayu, Teknik Sipil)'})","frozenset({'Stop Kontak (Bengkel Kerja Kayu, Teknik Sipil)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Stop Kontak (Bengkel Kerja Kayu, Teknik Sipil)'})","frozenset({'Mcb Trip (Bengkel Kerja Kayu, Teknik Sipil)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Air Conditioner (Gedung Kuliah 3 ( Akuntansi ), Akuntansi)'})","frozenset({'Kabel Roll (Gedung Kuliah 3 ( Akuntansi ), Akuntansi)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Kabel Roll (Gedung Kuliah 3 ( Akuntansi ), Akuntansi)'})","frozenset({'Air Conditioner (Gedung Kuliah 3 ( Akuntansi ), Akuntansi)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Lampu Penerangan (Ruang Trafo Fasum, Kpa)'})","frozenset({'Pemasangan Panel Amper Meter (Ruang Trafo Fasum, Kpa)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Pemasangan Panel Amper Meter (Ruang Trafo Fasum, Kpa)'})","frozenset({'Lampu Penerangan (Ruang Trafo Fasum, Kpa)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Proyektor (Kampus Polsri Banyuasin, Akuntansi Sektor Publik)'})","frozenset({'Printer (Kampus Polsri Banyuasin, Akuntansi Sektor Publik)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Printer (Kampus Polsri Banyuasin, Akuntansi Sektor Publik)'})","frozenset({'Proyektor (Kampus Polsri Banyuasin, Akuntansi Sektor Publik)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Oven Kayu (Laboratorium Konversi Energi Biomassa, Teknik Kimia)'})","frozenset({'Penggilingan Batubara (Laboratorium Konversi Energi Biomassa, Teknik Kimia)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Penggilingan Batubara (Laboratorium Konversi Energi Biomassa, Teknik Kimia)'})","frozenset({'Oven Kayu (Laboratorium Konversi Energi Biomassa, Teknik Kimia)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Oven Kayu (Laboratorium Konversi Energi Biomassa, Teknik Kimia)'})","frozenset({'Oven Bricket (Laboratorium Konversi Energi Biomassa, Teknik Kimia)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Oven Bricket (Laboratorium Konversi Energi Biomassa, Teknik Kimia)'})","frozenset({'Oven Kayu (Laboratorium Konversi Energi Biomassa, Teknik Kimia)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Oven Bricket (Laboratorium Konversi Energi Biomassa, Teknik Kimia)'})","frozenset({'Penggilingan Batubara (Laboratorium Konversi Energi Biomassa, Teknik Kimia)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Penggilingan Batubara (Laboratorium Konversi Energi Biomassa, Teknik Kimia)'})","frozenset({'Oven Bricket (Laboratorium Konversi Energi Biomassa, Teknik Kimia)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Oven Kayu (Laboratorium Konversi Energi Biomassa, Teknik Kimia)', 'Oven Bricket (Laboratorium Konversi Energi Biomassa, Teknik Kimia)'})","frozenset({'Penggilingan Batubara (Laboratorium Konversi Energi Biomassa, Teknik Kimia)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Oven Kayu (Laboratorium Konversi Energi Biomassa, Teknik Kimia)', 'Penggilingan Batubara (Laboratorium Konversi Energi Biomassa, Teknik Kimia)'})","frozenset({'Oven Bricket (Laboratorium Konversi Energi Biomassa, Teknik Kimia)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Oven Bricket (Laboratorium Konversi Energi Biomassa, Teknik Kimia)', 'Penggilingan Batubara (Laboratorium Konversi Energi Biomassa, Teknik Kimia)'})","frozenset({'Oven Kayu (Laboratorium Konversi Energi Biomassa, Teknik Kimia)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Oven Kayu (Laboratorium Konversi Energi Biomassa, Teknik Kimia)'})","frozenset({'Oven Bricket (Laboratorium Konversi Energi Biomassa, Teknik Kimia)', 'Penggilingan Batubara (Laboratorium Konversi Energi Biomassa, Teknik Kimia)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Oven Bricket (Laboratorium Konversi Energi Biomassa, Teknik Kimia)'})","frozenset({'Oven Kayu (Laboratorium Konversi Energi Biomassa, Teknik Kimia)', 'Penggilingan Batubara (Laboratorium Konversi Energi Biomassa, Teknik Kimia)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Penggilingan Batubara (Laboratorium Konversi Energi Biomassa, Teknik Kimia)'})","frozenset({'Oven Kayu (Laboratorium Konversi Energi Biomassa, Teknik Kimia)', 'Oven Bricket (Laboratorium Konversi Energi Biomassa, Teknik Kimia)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Mesin Las Listrik (Laboratorium Konversi Energi Biomassa, Teknik Kimia)'})","frozenset({'Oven Bricket (Laboratorium Konversi Energi Biomassa, Teknik Kimia)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Oven Bricket (Laboratorium Konversi Energi Biomassa, Teknik Kimia)'})","frozenset({'Mesin Las Listrik (Laboratorium Konversi Energi Biomassa, Teknik Kimia)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Oven Kayu (Laboratorium Konversi Energi Biomassa, Teknik Kimia)'})","frozenset({'Mesin Las Listrik (Laboratorium Konversi Energi Biomassa, Teknik Kimia)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Mesin Las Listrik (Laboratorium Konversi Energi Biomassa, Teknik Kimia)'})","frozenset({'Oven Kayu (Laboratorium Konversi Energi Biomassa, Teknik Kimia)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
"frozenset({'Mesin Las Listrik (Laboratorium Konversi Energi Biomassa, Teknik Kimia)'})","frozenset({'Penggilingan Batubara (Laboratorium Konversi Energi Biomassa, Teknik Kimia)'})",0.016666666666666666,0.016666666666666666,0.016666666666666666,1.0,60.0,1.0,0.01638888888888889,inf,1.0000000000000002,1.0,1.0,1.0
